,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
6124,2009,43,MIA,Marcus Thornton,LSU,8,483,11299,5750,1348,677,0.425,0.358,0.83,11299,11.9,2.8,1.4,20.0,0.085,0.2,6.2
6125,2009,44,DET,Chase Budinger,Arizona,7,407,7998,3198,1240,473,0.43,0.35200000000000004,0.797,7998,7.9,3.0,1.2,13.9,0.083,-0.5,2.9
6126,2009,45,MIN,Nick Calathes,Florida,2,129,2011,590,243,353,0.441,0.28800000000000003,0.581,2011,4.6,1.9,2.7,2.6,0.063,-0.5,0.8
6127,2009,46,CLE,Danny Green,UNC,12,714,18185,6349,2489,1137,0.42200000000000004,0.39899999999999997,0.804,18185,8.9,3.5,1.6,43.6,0.115,1.9,18.0
6128,2009,47,MIN,Henk Norel,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6129,2009,48,PHO,Taylor Griffin,Oklahoma,1,8,32,10,2,1,0.4,0.0,0.5,32,1.3,0.3,0.1,0.0,-0.039,-8.1,-0.1
6130,2009,49,ATL,Sergiy Gladyr,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6131,2009,50,UTA,Goran Suton,Michigan State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6132,2009,51,SAS,Jack McClinton,Miami (FL),0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6133,2009,52,IND,A.J. Price,UConn,6,261,3929,1523,377,567,0.38,0.316,0.742,3929,5.8,1.4,2.2,4.7,0.057999999999999996,-1.3,0.7
6134,2009,53,SAS,Nando De Colo,,2,119,1414,453,211,203,0.429,0.363,0.835,1414,3.8,1.8,1.7,2.4,0.081,-0.7,0.5
6135,2009,54,CHA,Robert Vaden,UAB,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6136,2009,55,POR,Patty Mills,Saint Mary's,12,696,13623,6196,1164,1616,0.43200000000000005,0.39,0.856,13623,8.9,1.7,2.3,31.8,0.11199999999999999,0.6,8.9
6137,2009,56,DAL,Ahmad Nivins,Saint Joseph's,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6138,2009,57,PHO,Emir Preldžić,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6139,2009,58,BOS,Lester Hudson,University of Tennessee at Martin,4,57,594,268,77,71,0.375,0.27699999999999997,0.8059999999999999,594,4.7,1.4,1.2,0.2,0.016,-2.1,0.0
6140,2009,59,LAL,Chinemelu Elonu,Texas A&M,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6141,2009,60,MIA,Robert Dozier,Memphis,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6142,2010,1,WAS,John Wall,Kentucky,10,589,21035,11184,2545,5379,0.433,0.326,0.78,21035,19.0,4.3,9.1,45.1,0.10300000000000001,2.5,23.9
6143,2010,2,PHI,Evan Turner,Ohio State,10,705,18938,6824,3278,2462,0.434,0.294,0.782,18938,9.7,4.6,3.5,20.2,0.051,-1.9,0.5
6144,2010,3,NJN,Derrick Favors,Georgia Tech,11,706,17888,7918,5178,805,0.531,0.20600000000000002,0.6629999999999999,17888,11.2,7.3,1.1,55.5,0.149,0.9,13.1
6145,2010,4,MIN,Wesley Johnson,Syracuse,9,609,13472,4235,1924,645,0.40399999999999997,0.337,0.741,13472,7.0,3.2,1.1,10.7,0.038,-1.6,1.2
6146,2010,5,SAC,DeMarcus Cousins,Kentucky,10,587,18506,12206,6297,1886,0.45899999999999996,0.332,0.736,18506,20.8,10.7,3.2,44.8,0.11599999999999999,2.6,21.4
6147,2010,6,GSW,Ekpe Udoh,Baylor,7,384,5694,1353,1100,260,0.45299999999999996,0.0,0.718,5694,3.5,2.9,0.7,10.4,0.08800000000000001,-1.4,0.8
6148,2010,7,DET,Greg Monroe,Georgetown,9,632,17475,8326,5229,1354,0.514,0.059000000000000004,0.7040000000000001,17475,13.2,8.3,2.1,49.7,0.136,1.4,15.2
6149,2010,8,LAC,Al-Farouq Aminu,Wake Forest,11,689,17269,5248,4171,849,0.42100000000000004,0.335,0.7440000000000001,17269,7.6,6.1,1.2,27.4,0.076,-0.5,6.6
6150,2010,9,UTA,Gordon Hayward,Butler,11,666,20658,10378,2955,2313,0.45399999999999996,0.369,0.825,20658,15.6,4.4,3.5,56.3,0.131,2.2,21.9
6151,2010,10,IND,Paul George,Fresno State,11,672,22523,13503,4287,2294,0.436,0.385,0.847,22523,20.1,6.4,3.4,72.7,0.155,4.1,34.8
6152,2010,11,NOH,Cole Aldrich,Kansas,8,339,3389,1050,1131,183,0.527,0.0,0.738,3389,3.1,3.3,0.5,9.6,0.135,0.1,1.8
6153,2010,12,MEM,Xavier Henry,Kansas,5,185,2905,1050,351,120,0.406,0.325,0.635,2905,5.7,1.9,0.6,0.8,0.013000000000000001,-4.4,-1.7
6154,2010,13,TOR,Ed Davis,UNC,11,687,13520,4258,4534,530,0.5660000000000001,0.0,0.585,13520,6.2,6.6,0.8,42.6,0.151,-0.2,6.1
6155,2010,14,HOU,Patrick Patterson,Kentucky,11,689,14448,4623,2737,711,0.44799999999999995,0.37,0.755,14448,6.7,4.0,1.0,30.8,0.102,0.0,7.2
6156,2010,15,MIL,Larry Sanders,VCU,6,238,4635,1520,1345,174,0.48,0.0,0.5529999999999999,4635,6.4,5.7,0.7,10.3,0.107,-1.1,1.1
6157,2010,16,MIN,Luke Babbitt,Nevada,8,381,5332,1818,846,224,0.408,0.402,0.747,5332,4.8,2.2,0.6,7.2,0.065,-2.1,-0.1
6158,2010,17,CHI,Kevin Séraphin,,7,423,6430,2516,1462,246,0.489,0.0,0.715,6430,5.9,3.5,0.6,5.9,0.044000000000000004,-4.3,-3.6
6159,2010,18,OKC,Eric Bledsoe,Kentucky,11,654,18218,9248,2592,3137,0.456,0.34,0.7909999999999999,18218,14.1,4.0,4.8,43.2,0.114,2.0,18.4
6160,2010,19,BOS,Avery Bradley,Texas,11,581,16354,6797,1688,1026,0.43700000000000006,0.365,0.78,16354,11.7,2.9,1.8,16.4,0.048,-2.2,-0.8
6161,2010,20,SAS,James Anderson,Oklahoma State,5,247,4320,1422,560,291,0.41100000000000003,0.321,0.755,4320,5.8,2.3,1.2,3.3,0.037000000000000005,-2.7,-0.8
6162,2010,21,OKC,Craig Brackins,Iowa State,2,17,121,30,19,9,0.265,0.214,0.5,121,1.8,1.1,0.5,-0.2,-0.08900000000000001,-9.9,-0.2
6163,2010,22,POR,Elliot Williams,Memphis,4,109,1470,537,161,94,0.42100000000000004,0.31,0.669,1470,4.9,1.5,0.9,0.7,0.024,-4.9,-1.1
6164,2010,23,MIN,Trevor Booker,Clemson,8,532,10872,3679,2932,566,0.515,0.305,0.636,10872,6.9,5.5,1.1,26.2,0.11599999999999999,-0.5,4.2
6165,2010,24,ATL,Damion James,Texas,4,39,623,150,131,26,0.415,0.0,0.667,623,3.8,3.4,0.7,0.0,-0.001,-3.7,-0.3
6166,2010,25,MEM,Dominique Jones,South Florida,3,80,741,246,114,144,0.366,0.095,0.7290000000000001,741,3.1,1.4,1.8,0.3,0.017,-2.4,-0.1
6167,2010,26,OKC,Quincy Pondexter,Washington,7,355,5530,1609,640,263,0.423,0.35600000000000004,0.746,5530,4.5,1.8,0.7,9.7,0.084,-1.8,0.3
6168,2010,27,NJN,Jordan Crawford,Xavier,6,281,6843,3432,703,883,0.41100000000000003,0.317,0.826,6843,12.2,2.5,3.1,6.3,0.044000000000000004,-1.3,1.3
6169,2010,28,MEM,Greivis Vásquez,Maryland,7,401,9520,3591,1021,1935,0.418,0.349,0.8170000000000001,9520,9.0,2.5,4.8,12.6,0.064,-1.2,1.9
6170,2010,29,ORL,Daniel Orton,Kentucky,3,51,542,143,126,24,0.485,0.0,0.597,542,2.8,2.5,0.5,1.0,0.09300000000000001,-3.5,-0.2
6171,2010,30,WAS,Lazar Hayward,Marquette,3,72,591,207,90,35,0.34700000000000003,0.26899999999999996,0.767,591,2.9,1.3,0.5,0.2,0.02,-4.2,-0.3
6174,2010,31,NJN,Tibor Pleiß,,1,12,82,24,15,2,0.44,0.0,1.0,82,2.0,1.3,0.2,-0.1,-0.040999999999999995,-11.6,-0.2
6175,2010,32,MIA,Dexter Pittman,Texas,4,50,347,116,89,9,0.45,0.0,0.545,347,2.3,1.8,0.2,0.5,0.068,-7.7,-0.5
6176,2010,33,SAC,Hassan Whiteside,Marshall,9,427,11177,5746,4899,288,0.5820000000000001,0.308,0.605,11177,13.5,11.5,0.7,45.7,0.196,2.7,13.3
6177,2010,34,POR,Armon Johnson,Nevada,2,47,401,157,49,56,0.45799999999999996,0.4,0.679,401,3.3,1.0,1.2,-0.1,-0.015,-4.1,-0.2
6178,2010,35,WAS,Nemanja Bjelica,,6,351,7586,2803,1666,617,0.465,0.39,0.775,7586,8.0,4.7,1.8,16.2,0.102,0.3,4.3
6179,2010,36,DET,Terrico White,Ole Miss,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6180,2010,37,MIL,Darington Hobson,New Mexico,1,5,39,4,3,6,0.154,0.0,0.0,39,0.8,0.6,1.2,-0.2,-0.225,-13.0,-0.1
6181,2010,38,NYK,Andy Rautins,Syracuse,1,5,24,8,1,3,0.429,0.25,0.5,24,1.6,0.2,0.6,-0.2,-0.314,-13.2,-0.1
6182,2010,39,NYK,Landry Fields,Stanford,5,255,6010,1731,1092,419,0.473,0.332,0.6659999999999999,6010,6.8,4.3,1.6,10.5,0.084,-0.3,2.6
6183,2010,40,IND,Lance Stephenson,Cincinnati,9,508,11866,4354,2124,1456,0.444,0.315,0.685,11866,8.6,4.2,2.9,16.7,0.068,-1.2,2.5
6184,2010,41,MIA,Jarvis Varnado,Mississippi State,2,37,397,107,72,16,0.5820000000000001,0.0,0.518,397,2.9,1.9,0.4,0.7,0.08900000000000001,-3.3,-0.1
6185,2010,42,MIA,Da'Sean Butler,West Virginia,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6186,2010,43,LAL,Devin Ebanks,West Virginia,3,63,711,224,122,24,0.385,0.222,0.722,711,3.6,1.9,0.4,0.5,0.035,-4.8,-0.5
6187,2010,44,MIL,Jerome Jordan,Tulsa,2,65,491,180,132,17,0.528,0.0,0.852,491,2.8,2.0,0.3,1.7,0.168,-1.0,0.1
6188,2010,45,MIN,Paulão Prestes,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6189,2010,46,PHO,Gani Lawal,Georgia Tech,1,1,2,0,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,-0.009000000000000001,-15.0,0.0
6190,2010,47,MIL,Tiny Gallon,Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6191,2010,48,MIA,Latavious Williams,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6192,2010,49,SAS,Ryan Richards,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6193,2010,50,DAL,Solomon Alabi,Florida State,2,26,181,39,61,5,0.314,0.0,0.7,181,1.5,2.3,0.2,0.0,0.01,-4.4,-0.1
6194,2010,51,OKC,Magnum Rolle,Louisiana Tech,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6195,2010,52,BOS,Luke Harangody,Notre Dame,2,70,871,253,196,36,0.376,0.24100000000000002,0.737,871,3.6,2.8,0.5,0.9,0.048,-3.5,-0.3
6196,2010,53,ATL,Pape Sy,,1,3,21,7,3,2,0.33299999999999996,0.0,1.0,21,2.3,1.0,0.7,0.0,-0.047,-6.0,0.0
6197,2010,54,LAC,Willie Warren,Oklahoma,1,19,134,37,12,27,0.371,0.33299999999999996,0.75,134,1.9,0.6,1.4,0.2,0.065,-2.7,0.0
6198,2010,55,UTA,Jeremy Evans,Western Kentucky,7,250,2626,879,641,107,0.569,0.231,0.687,2626,3.5,2.6,0.4,8.2,0.15,0.9,1.9
6199,2010,56,MIN,Hamady N'Diaye,Rutgers University,3,33,157,20,25,3,0.467,0.0,0.462,157,0.6,0.8,0.1,0.0,0.013000000000000001,-7.3,-0.2
6200,2010,57,IND,Ryan Reid,Florida State,1,5,17,8,2,0,0.8,0.0,0.0,17,1.6,0.4,0.0,0.1,0.142,-2.0,0.0
6201,2010,58,LAL,Derrick Caracter,Texas-El Paso,1,41,215,81,43,7,0.485,0.0,0.7390000000000001,215,2.0,1.0,0.2,0.3,0.057,-7.1,-0.3
6202,2010,59,ORL,Stanley Robinson,UConn,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6203,2010,60,PHO,Dwayne Collins,Miami (FL),0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6204,2011,1,CLE,Kyrie Irving,Duke,10,546,18469,12344,2038,3118,0.46799999999999997,0.391,0.879,18469,22.6,3.7,5.7,63.9,0.166,4.5,30.4
6205,2011,2,MIN,Derrick Williams,Arizona,7,428,8864,3809,1693,293,0.434,0.3,0.71,8864,8.9,4.0,0.7,14.1,0.076,-1.6,0.8
6206,2011,3,UTA,Enes Kanter,,10,665,14521,7682,5131,574,0.544,0.287,0.775,14521,11.6,7.7,0.9,46.2,0.153,-0.2,6.5
6207,2011,4,CLE,Tristan Thompson,Texas,10,641,17868,5991,5580,645,0.517,0.273,0.61,17868,9.3,8.7,1.0,44.1,0.11900000000000001,-1.6,1.7
6208,2011,5,TOR,Jonas Valančiūnas,,9,574,14554,7182,5119,551,0.562,0.353,0.7809999999999999,14554,12.5,8.9,1.0,53.7,0.177,0.8,10.1
6209,2011,6,WAS,Jan Veselý,,3,162,2455,590,562,96,0.521,0.0,0.408,2455,3.6,3.5,0.6,4.0,0.078,-2.6,-0.4
6210,2011,7,SAC,Bismack Biyombo,,10,660,13400,3417,4111,370,0.522,0.0,0.5710000000000001,13400,5.2,6.2,0.6,26.4,0.095,-2.6,-2.1
6211,2011,8,DET,Brandon Knight,Kentucky,8,446,13137,6269,1377,1769,0.41100000000000003,0.353,0.8059999999999999,13137,14.1,3.1,4.0,11.5,0.042,-1.6,1.5
6212,2011,9,CHA,Kemba Walker,UConn,10,672,22653,13325,2574,3622,0.418,0.36,0.838,22653,19.8,3.8,5.4,54.7,0.11599999999999999,2.9,27.8
6213,2011,10,MIL,Jimmer Fredette,BYU,6,241,3213,1438,243,331,0.409,0.37200000000000005,0.879,3213,6.0,1.0,1.4,2.2,0.033,-2.5,-0.4
6214,2011,11,GSW,Klay Thompson,Washington State,8,615,20340,11995,2130,1416,0.45899999999999996,0.419,0.848,20340,19.5,3.5,2.3,46.8,0.11,0.7,14.2
6215,2011,12,UTA,Alec Burks,Colorado,10,509,11172,5266,1650,950,0.42200000000000004,0.369,0.792,11172,10.3,3.2,1.9,17.7,0.076,-1.0,2.9
6216,2011,13,PHO,Markieff Morris,Kansas,10,658,16551,7382,3478,1075,0.44799999999999995,0.344,0.777,16551,11.2,5.3,1.6,25.9,0.075,-1.3,2.9
6217,2011,14,HOU,Marcus Morris,Kansas,10,624,16801,7520,2886,928,0.43200000000000005,0.37,0.762,16801,12.1,4.6,1.5,31.1,0.08900000000000001,-0.6,6.0
6218,2011,15,IND,Kawhi Leonard,San Diego State,10,546,17011,10375,3481,1515,0.49200000000000005,0.384,0.856,17011,19.0,6.4,2.8,78.4,0.221,6.8,37.8
6219,2011,16,PHI,Nikola Vučević,USC,10,624,18977,10233,6411,1623,0.498,0.349,0.75,18977,16.4,10.3,2.6,50.9,0.129,2.1,19.9
6220,2011,17,NYK,Iman Shumpert,Georgia Tech,9,459,11459,3318,1533,845,0.392,0.33799999999999997,0.764,11459,7.2,3.3,1.8,12.9,0.054000000000000006,-1.7,0.9
6221,2011,18,WAS,Chris Singleton,Florida State,3,148,2605,612,472,92,0.376,0.319,0.633,2605,4.1,3.2,0.6,2.3,0.042,-3.2,-0.8
6222,2011,19,CHA,Tobias Harris,Tennessee,10,641,19846,10309,3916,1325,0.47200000000000003,0.36700000000000005,0.823,19846,16.1,6.1,2.1,48.0,0.11599999999999999,1.0,14.9
6223,2011,20,MIN,Donatas Motiejūnas,,6,251,4566,1832,952,269,0.469,0.3,0.597,4566,7.3,3.8,1.1,7.1,0.075,-2.5,-0.5
6224,2011,21,POR,Nolan Smith,Duke,2,84,829,277,83,97,0.371,0.26,0.7140000000000001,829,3.3,1.0,1.2,-0.8,-0.047,-6.0,-0.8
6225,2011,22,DEN,Kenneth Faried,Morehead State University,8,478,11728,5430,3884,470,0.546,0.222,0.654,11728,11.4,8.1,1.0,38.8,0.159,0.5,7.5
6226,2011,23,HOU,Nikola Mirotić,,5,319,7718,3910,1894,407,0.423,0.359,0.8079999999999999,7718,12.3,5.9,1.3,20.8,0.129,1.6,7.1
6227,2011,24,OKC,Reggie Jackson,Boston College,10,584,14571,7396,1720,2524,0.428,0.33899999999999997,0.855,14571,12.7,2.9,4.3,30.4,0.1,0.4,8.8
6228,2011,25,BOS,MarShon Brooks,Providence,5,200,3456,1592,424,282,0.447,0.345,0.7509999999999999,3456,8.0,2.1,1.4,3.3,0.046,-1.6,0.4
6229,2011,26,DAL,Jordan Hamilton,Texas,5,151,2100,890,429,127,0.408,0.35700000000000004,0.67,2100,5.9,2.8,0.8,3.0,0.069,-0.1,1.0
6230,2011,27,NJN,JaJuan Johnson,Purdue,1,36,298,114,58,6,0.446,0.0,0.667,298,3.2,1.6,0.2,0.2,0.032,-3.9,-0.1
6231,2011,28,CHI,Norris Cole,Cleveland State University,6,360,8018,2506,702,981,0.40700000000000003,0.324,0.743,8018,7.0,2.0,2.7,3.0,0.018000000000000002,-4.1,-4.1
6232,2011,29,SAS,Cory Joseph,Texas,10,624,13562,4257,1601,1790,0.44,0.32899999999999996,0.769,13562,6.8,2.6,2.9,24.2,0.086,-1.0,3.5
6233,2011,30,CHI,Jimmy Butler,Marquette,10,594,19605,10140,3056,2247,0.45399999999999996,0.33,0.836,19605,17.1,5.1,3.8,77.1,0.18899999999999997,4.3,30.9
6236,2011,31,MIA,Bojan Bogdanović,,7,487,13941,6968,1707,744,0.45799999999999996,0.395,0.858,13941,14.3,3.5,1.5,24.6,0.085,-1.1,3.1
6237,2011,32,CLE,Justin Harper,Richmond,3,22,150,45,18,4,0.34,0.276,0.33299999999999996,150,2.0,0.8,0.2,-0.3,-0.09300000000000001,-8.7,-0.2
6238,2011,33,DET,Kyle Singler,Duke,6,356,7794,2326,1026,272,0.418,0.36200000000000004,0.7859999999999999,7794,6.5,2.9,0.8,10.0,0.062,-2.5,-0.9
6239,2011,34,WAS,Shelvin Mack,Butler,8,456,8392,2997,894,1421,0.423,0.33,0.731,8392,6.6,2.0,3.1,10.3,0.059000000000000004,-1.9,0.1
6240,2011,35,SAC,Tyler Honeycutt,UCLA,2,24,120,28,24,9,0.314,0.2,0.7140000000000001,120,1.2,1.0,0.4,-0.1,-0.049,-5.1,-0.1
6241,2011,36,NJN,Jordan Williams,Maryland,1,43,635,197,156,11,0.507,0.0,0.652,635,4.6,3.6,0.3,1.3,0.10099999999999999,-2.1,0.0
6242,2011,37,LAC,Trey Thompkins,Georgia,1,24,119,57,24,3,0.39299999999999996,0.308,0.7140000000000001,119,2.4,1.0,0.1,0.0,0.004,-5.7,-0.1
6243,2011,38,HOU,Chandler Parsons,Florida,9,440,13246,5571,1972,1201,0.462,0.373,0.713,13246,12.7,4.5,2.7,28.9,0.105,1.1,10.2
6244,2011,39,CHA,Jeremy Tyler,,3,104,1034,373,269,25,0.45,0.0,0.557,1034,3.6,2.6,0.2,0.3,0.013999999999999999,-7.0,-1.3
6245,2011,40,MIL,Jon Leuer,Wisconsin,8,377,5945,2395,1426,301,0.484,0.32799999999999996,0.767,5945,6.4,3.8,0.8,13.2,0.107,-0.7,2.0
6246,2011,41,LAL,Darius Morris,Michigan,4,132,1464,430,126,189,0.384,0.322,0.63,1464,3.3,1.0,1.4,-0.3,-0.01,-5.1,-1.2
6247,2011,42,IND,Dāvis Bertāns,,5,293,5586,2394,812,330,0.43200000000000005,0.40299999999999997,0.8440000000000001,5586,8.2,2.8,1.1,13.1,0.11199999999999999,0.8,3.9
6248,2011,43,CHI,Malcolm Lee,UCLA,3,36,534,140,65,51,0.382,0.294,0.703,534,3.9,1.8,1.4,0.4,0.04,-2.5,-0.1
6249,2011,44,GSW,Charles Jenkins,Hofstra,2,110,1334,408,100,214,0.434,0.182,0.754,1334,3.7,0.9,1.9,0.5,0.017,-4.5,-0.8
6250,2011,45,NOH,Josh Harrellson,Kentucky,3,75,888,265,227,26,0.43799999999999994,0.34700000000000003,0.629,888,3.5,3.0,0.3,2.1,0.11599999999999999,-0.4,0.4
6251,2011,46,LAL,Andrew Goudelock,College of Charleston,3,49,475,197,34,24,0.39299999999999996,0.345,0.875,475,4.0,0.7,0.5,0.0,0.003,-5.0,-0.3
6252,2011,47,LAC,Travis Leslie,Georgia,1,10,45,14,9,5,0.35700000000000004,0.0,0.444,45,1.4,0.9,0.5,0.1,0.06,-0.3,0.0
6253,2011,48,ATL,Keith Benson,Oakland,1,3,9,0,3,0,0.0,0.0,0.0,9,0.0,1.0,0.0,0.0,-0.005,-7.7,0.0
6254,2011,49,MEM,Josh Selby,Kansas,2,38,296,83,20,34,0.33,0.14300000000000002,0.72,296,2.2,0.5,0.9,-0.7,-0.113,-9.5,-0.6
6255,2011,50,PHI,Lavoy Allen,Temple,6,388,6905,1847,1843,384,0.47100000000000003,0.133,0.682,6905,4.8,4.8,1.0,13.8,0.096,-2.1,-0.1
6256,2011,51,POR,Jon Diebler,Ohio State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6257,2011,52,DET,Vernon Macklin,Florida,1,23,135,46,34,5,0.5429999999999999,0.0,0.5710000000000001,135,2.0,1.5,0.2,0.5,0.161,1.2,0.1
6258,2011,53,ORL,DeAndre Liggins,Kentucky,5,177,1907,346,252,122,0.402,0.35200000000000004,0.5489999999999999,1907,2.0,1.4,0.7,1.6,0.04,-2.2,-0.1
6259,2011,54,CLE,Milan Mačvan,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6260,2011,55,BOS,E'Twaun Moore,Purdue,10,582,12367,4669,1178,1035,0.45399999999999996,0.38799999999999996,0.737,12367,8.0,2.0,1.8,14.4,0.055999999999999994,-1.9,0.2
6261,2011,56,LAL,Chukwudiebere Maduabum,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6262,2011,57,DAL,Targuy Ngombo,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6263,2011,58,LAL,Ater Majok,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6264,2011,59,SAS,Ádám Hanga,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6265,2011,60,SAC,Isaiah Thomas,Washington,9,525,15182,9508,1288,2599,0.436,0.364,0.872,15182,18.1,2.5,5.0,45.3,0.14300000000000002,2.3,16.5
6266,2012,1,NOH,Anthony Davis,Kentucky,9,549,18945,13145,5663,1250,0.516,0.318,0.799,18945,23.9,10.3,2.3,86.2,0.218,6.3,39.6
6267,2012,2,CHA,Michael Kidd-Gilchrist,Kentucky,8,446,10978,3750,2420,515,0.474,0.272,0.715,10978,8.4,5.4,1.2,21.0,0.092,-1.8,0.6
6268,2012,3,WAS,Bradley Beal,Florida,9,566,19573,12114,2274,2265,0.45299999999999996,0.37799999999999995,0.813,19573,21.4,4.0,4.0,43.5,0.107,1.7,18.3
6269,2012,4,CLE,Dion Waiters,Syracuse,8,419,11835,5505,1108,1163,0.41200000000000003,0.34600000000000003,0.6940000000000001,11835,13.1,2.6,2.8,8.8,0.036000000000000004,-2.1,-0.4
6270,2012,5,SAC,Thomas Robinson,Kansas,5,313,4204,1528,1507,190,0.47,0.0,0.505,4204,4.9,4.8,0.6,4.6,0.053,-3.5,-1.6
6271,2012,6,POR,Damian Lillard,Weber State,9,638,23210,15564,2675,4172,0.43799999999999994,0.374,0.8909999999999999,23210,24.4,4.2,6.5,85.7,0.177,4.8,39.6
6272,2012,7,GSW,Harrison Barnes,UNC,9,636,19932,8769,3156,1073,0.449,0.376,0.799,19932,13.8,5.0,1.7,36.4,0.08800000000000001,-1.0,5.2
6273,2012,8,TOR,Terrence Ross,Washington,9,586,14538,6537,1661,664,0.419,0.368,0.8340000000000001,14538,11.2,2.8,1.1,22.6,0.075,-0.6,5.0
6274,2012,9,DET,Andre Drummond,UConn,9,623,19295,9100,8620,840,0.5379999999999999,0.135,0.467,19295,14.6,13.8,1.3,61.5,0.153,1.4,16.6
6275,2012,10,NOH,Austin Rivers,Duke,9,571,13954,5206,1210,1309,0.418,0.349,0.645,13954,9.1,2.1,2.3,12.0,0.040999999999999995,-3.0,-3.7
6276,2012,11,POR,Meyers Leonard,Illinois,9,447,7158,2502,1737,395,0.48200000000000004,0.39,0.809,7158,5.6,3.9,0.9,15.5,0.10400000000000001,-1.4,1.0
6277,2012,12,HOU,Jeremy Lamb,UConn,9,494,10525,5194,1840,793,0.446,0.345,0.855,10525,10.5,3.7,1.6,24.7,0.113,0.8,7.5
6278,2012,13,PHO,Kendall Marshall,UNC,4,160,3083,802,253,779,0.39899999999999997,0.37,0.611,3083,5.0,1.6,4.9,1.0,0.015,-3.5,-1.1
6279,2012,14,MIL,John Henson,UNC,8,445,8752,3383,2368,496,0.54,0.25,0.568,8752,7.6,5.3,1.1,20.7,0.113,-0.4,3.4
6280,2012,15,PHI,Maurice Harkless,St. John's,9,546,12480,3860,2005,510,0.478,0.326,0.61,12480,7.1,3.7,0.9,22.0,0.084,-0.5,4.7
6281,2012,16,HOU,Royce White,Iowa State,1,3,9,0,0,0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,-0.121,-16.9,0.0
6282,2012,17,DAL,Tyler Zeller,UNC,8,414,7254,2873,1820,367,0.508,0.28600000000000003,0.764,7254,6.9,4.4,0.9,17.1,0.113,-2.0,0.0
6283,2012,18,HOU,Terrence Jones,Kentucky,6,234,5562,2431,1334,238,0.501,0.297,0.621,5562,10.4,5.7,1.0,14.7,0.127,0.5,3.6
6284,2012,19,ORL,Andrew Nicholson,St. Bonaventure,5,285,4080,1700,857,126,0.467,0.321,0.773,4080,6.0,3.0,0.4,3.8,0.045,-3.6,-1.6
6285,2012,20,DEN,Evan Fournier,,9,537,15256,7627,1468,1411,0.449,0.375,0.8059999999999999,15256,14.2,2.7,2.6,25.0,0.079,-1.1,3.4
6286,2012,21,BOS,Jared Sullinger,Ohio State,5,269,6532,2893,2006,477,0.436,0.272,0.723,6532,10.8,7.5,1.8,15.3,0.113,-0.4,2.7
