,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
3757,1982,181,MIL,Bryan Leonard,Illinois,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3758,1982,182,LAL,Micah Blunt,Tulane,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3759,1982,183,PHI,Donald Seals,Jackson State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3760,1982,184,BOS,Ed Spriggs,Georgetown,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3763,1982,185,CLE,Tony Hafley,University of South Alabama,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3764,1982,186,SDC,John Hegwood,San Francisco,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3765,1982,187,UTA,Riley Clarida,Long Island University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3766,1982,188,DAL,Ralph McPherson,UT Arlington,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3767,1982,189,KCK,Jack Moore,Nebraska,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3768,1982,190,NYK,Merle Scott,South Carolina State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3769,1982,191,CHI,Skip Dillard,DePaul,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3770,1982,192,IND,Mike Scearce,Purdue,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3771,1982,193,DET,Kevin Smith,Michigan State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3772,1982,194,ATL,Pierre Bland,Elizabeth City State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3773,1982,195,POR,Mark Dearborn,Saint Joseph's,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3774,1982,196,WSB,James Terry,Howard University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3775,1982,197,NJN,Gary Johnson,Oral Roberts,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3776,1982,198,GSW,Nick Morken,Tennessee,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3777,1982,199,PHO,Ken Lyles,Washington,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3778,1982,200,DEN,Dean Sears,UCLA,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3779,1982,201,SAS,Harry O'Brien,St. Mary's University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3780,1982,202,MIL,Robert Tate,Idaho State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3781,1982,203,LAL,Tim Byrne,Rutgers University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3782,1982,204,PHI,George Melton,Cheyney (PA),0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3783,1982,205,BOS,Panayoti Giannakis,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3786,1982,206,CLE,Durand Walker,Marion College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3787,1982,207,SDC,Daryl Stovall,Creighton,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3788,1982,208,UTA,Michael Edwards,New Orleans,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3789,1982,209,DAL,Albert Culton,UT Arlington,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3790,1982,210,KCK,Robert Estes,Iowa State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3791,1982,211,NYK,John Leonard,Manhattan College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3792,1982,212,CHI,Tony Britto,Campbell,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3793,1982,213,IND,Craig Summers,University of Wisconsin-Stout,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3794,1982,214,DET,David Coulthard,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3795,1982,215,POR,Grant Taylor,"University of California, Irvine",0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3796,1982,216,ATL,Ronnie McAdoo,Old Dominion,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3797,1982,217,WSB,Donald Sinclair,NC Central,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3798,1982,218,NJN,Sean Tuohy,Ole Miss,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3799,1982,219,GSW,Randy Whieldon,"University of California, Irvine",0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800,1982,220,DEN,Mike Phillips,Niagara University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3801,1982,221,PHO,Dale Wilkinson,Idaho State University,1,12,45,14,4,2,0.25,0.0,0.857,45,1.2,0.3,0.2,-0.1,-0.124,-14.0,-0.1
3802,1982,222,SAS,Keith White,McMurry University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3803,1982,223,MIL,Bob Coenen,University of Wisconsin-Eau Claire,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3804,1982,224,PHI,Randy Burkert,Drexel,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3805,1982,225,BOS,Landon Turner,Indiana,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3806,1983,1,HOU,Ralph Sampson,Virginia,9,456,13591,7039,4011,1038,0.486,0.172,0.6609999999999999,13591,15.4,8.8,2.3,20.1,0.071,-0.6,5.0
3807,1983,2,IND,Steve Stipanovich,Missouri,5,403,12591,5323,3131,938,0.484,0.179,0.7959999999999999,12591,13.2,7.8,2.3,30.4,0.11599999999999999,0.6,8.4
3808,1983,3,HOU,Rodney McCray,Louisville,10,768,24876,9014,5087,2750,0.503,0.26,0.7609999999999999,24876,11.7,6.6,3.6,56.0,0.10800000000000001,1.0,19.1
3809,1983,4,SDC,Byron Scott,Arizona State,14,1073,30152,15097,2987,2729,0.48200000000000004,0.37,0.833,30152,14.1,2.8,2.5,75.2,0.12,0.8,21.0
3810,1983,5,CHI,Sidney Green,UNLV,10,679,13247,5080,4128,635,0.45399999999999996,0.037000000000000005,0.738,13247,7.5,6.1,0.9,17.4,0.063,-3.2,-3.9
3811,1983,6,GSW,Russell Cross,Purdue,1,45,354,166,82,22,0.5710000000000001,0.0,0.418,354,3.7,1.8,0.5,0.8,0.106,-0.8,0.1
3812,1983,7,UTA,Thurl Bailey,NC State,12,928,24873,11834,4718,1298,0.473,0.114,0.812,24873,12.8,5.1,1.4,45.0,0.087,-0.9,6.9
3813,1983,8,DET,Antoine Carr,Wichita State,16,987,19780,9176,3384,1086,0.503,0.13,0.78,19780,9.3,3.4,1.1,42.1,0.102,-1.2,4.1
3814,1983,9,DAL,Dale Ellis,Tennessee,17,1209,34778,19004,4201,1746,0.479,0.40299999999999997,0.784,34778,15.7,3.5,1.4,84.7,0.11699999999999999,0.6,22.9
3815,1983,10,WSB,Jeff Malone,Mississippi State,13,905,29660,17231,2364,2154,0.484,0.268,0.871,29660,19.0,2.6,2.4,54.2,0.08800000000000001,-1.5,4.0
3816,1983,11,DAL,Derek Harper,Illinois,16,1199,37786,16006,2884,6577,0.46299999999999997,0.354,0.745,37786,13.3,2.4,5.5,86.8,0.11,1.8,35.7
3817,1983,12,NYK,Darrell Walker,Arkansas,10,720,18601,6389,3134,3276,0.435,0.059000000000000004,0.713,18601,8.9,4.4,4.6,27.4,0.071,0.8,13.0
3818,1983,13,KCK,Ennis Whatley,Alabama,10,385,7108,2150,679,1754,0.46799999999999997,0.09699999999999999,0.755,7108,5.6,1.8,4.6,9.6,0.065,-0.9,2.0
3819,1983,14,POR,Clyde Drexler,Houston,15,1086,37537,22195,6677,6125,0.47200000000000003,0.318,0.7879999999999999,37537,20.4,6.1,5.6,135.6,0.17300000000000001,5.4,70.2
3820,1983,15,DEN,Howard Carter,LSU,2,66,754,351,89,75,0.44,0.22699999999999998,0.774,754,5.3,1.3,1.1,0.0,-0.002,-5.0,-0.6
3821,1983,16,SEA,Jon Sundvold,Missouri,9,502,8811,3886,554,1469,0.452,0.392,0.8490000000000001,8811,7.7,1.1,2.9,8.9,0.048,-2.4,-0.9
3822,1983,17,PHI,Leo Rautins,Syracuse,2,32,208,48,35,32,0.35,0.0,0.6,208,1.5,1.1,1.0,-0.1,-0.03,-4.6,-0.2
3823,1983,18,MIL,Randy Breuer,Minnesota,11,681,12499,4599,2986,616,0.467,0.0,0.628,12499,6.8,4.4,0.9,20.9,0.08,-1.3,2.3
3824,1983,19,SAS,John Paxson,Notre Dame,11,772,17257,5560,906,2758,0.499,0.355,0.804,17257,7.2,1.2,3.6,36.3,0.10099999999999999,-1.3,3.0
3825,1983,20,CLE,Roy Hinson,Rutgers University,8,507,15543,7206,3452,495,0.499,0.0,0.741,15543,14.2,6.8,1.0,30.2,0.09300000000000001,-1.1,3.4
3826,1983,21,BOS,Greg Kite,BYU,12,680,10080,1717,2607,345,0.43799999999999994,0.16699999999999998,0.486,10080,2.5,3.8,0.5,5.6,0.027000000000000003,-4.6,-6.7
3827,1983,22,WSB,Randy Wittman,Indiana,9,543,11594,4034,760,1201,0.501,0.321,0.753,11594,7.4,1.4,2.2,17.2,0.071,-1.3,2.1
3828,1983,23,IND,Mitchell Wiggins,Florida State,6,389,8105,3877,1235,609,0.46,0.192,0.755,8105,10.0,3.2,1.6,15.2,0.09,-1.2,1.6
3829,1983,24,CLE,Stewart Granger,Villanova,3,80,996,316,78,173,0.414,0.235,0.742,996,4.0,1.0,2.2,-0.1,-0.005,-4.7,-0.7
3832,1983,25,CHI,Sidney Lowe,NC State,4,193,3422,562,335,749,0.36700000000000005,0.133,0.764,3422,2.9,1.7,3.9,3.9,0.055,-1.6,0.3
3833,1983,26,IND,Leroy Combs,Oklahoma State,1,48,446,218,56,38,0.49700000000000005,0.0,0.615,446,4.5,1.2,0.8,0.4,0.040999999999999995,-0.8,0.1
3834,1983,27,CLE,John Garris,Boston College,1,33,267,131,77,10,0.51,0.0,0.794,267,4.0,2.3,0.3,0.9,0.166,-0.1,0.2
3835,1983,28,PHO,Rod Foster,UCLA,3,207,3446,1562,258,479,0.44,0.298,0.768,3446,7.5,1.2,2.3,2.2,0.031,-3.3,-1.1
3836,1983,29,CHI,Larry Micheaux,Houston,2,96,897,330,256,49,0.5670000000000001,0.0,0.61,897,3.4,2.7,0.5,2.5,0.134,0.4,0.6
3837,1983,30,DAL,Mark West,Old Dominion,17,1090,20213,6259,5347,428,0.58,0.0,0.568,20213,5.7,4.9,0.4,41.9,0.1,-1.8,1.1
3838,1983,31,ATL,Doc Rivers,Marquette,13,864,23567,9377,2625,4889,0.444,0.32799999999999996,0.784,23567,10.9,3.0,5.7,68.2,0.139,3.1,30.5
3839,1983,32,WSB,Michael Britt,University of the District of Columbia,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3840,1983,33,DAL,Dirk Minniefield,Kentucky,3,222,3801,1187,367,845,0.47,0.272,0.7390000000000001,3801,5.3,1.7,3.8,4.1,0.052000000000000005,-1.6,0.4
3841,1983,34,WSB,Guy Williams,Washington State,2,26,144,68,33,9,0.456,0.25,0.455,144,2.6,1.3,0.3,0.2,0.055,-1.4,0.0
3842,1983,35,SAS,Darrell Lockhart,Auburn,1,2,14,4,3,0,1.0,0.0,0.0,14,2.0,1.5,0.0,0.0,-0.048,-4.9,0.0
3843,1983,36,SEA,Scooter McCray,Louisville,3,77,892,224,190,74,0.423,0.0,0.611,892,2.9,2.5,1.0,0.4,0.023,-2.9,-0.2
3844,1983,37,DEN,David Russell,St. John's,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3845,1983,38,KCK,Chris McNealy,San Jose State,3,108,1864,466,494,110,0.456,0.0,0.6579999999999999,1864,4.3,4.6,1.0,2.6,0.066,-1.9,0.0
3846,1983,39,POR,Granville Waiters,Ohio State,5,249,2547,606,540,121,0.45799999999999996,0.0,0.5589999999999999,2547,2.4,2.2,0.5,1.9,0.036000000000000004,-3.3,-0.8
3847,1983,40,IND,Jim Thomas,Indiana,4,161,3361,1355,418,377,0.47100000000000003,0.17,0.763,3361,8.4,2.6,2.3,4.9,0.071,-1.4,0.5
3848,1983,41,MIL,Ted Kitchel,Indiana,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3849,1983,42,MIL,Mike Davis,Alabama,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3850,1983,43,GSW,Pace Mannion,Utah,6,216,2125,660,259,231,0.413,0.203,0.6629999999999999,2125,3.1,1.2,1.1,1.7,0.038,-2.0,0.0
3851,1983,44,NJN,Horace Owens,Rhode Island,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3852,1983,45,PHO,Paul Williams,Arizona State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3853,1983,46,SAS,Kevin Williams,St. John's,5,260,2947,1268,356,319,0.435,0.077,0.805,2947,4.9,1.4,1.2,2.6,0.042,-3.5,-1.1
3854,1983,47,PHI,Ken Lyons,University of North Texas,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3857,1983,48,HOU,Craig Ehlo,Washington State,14,873,21071,7492,3139,2456,0.45299999999999996,0.369,0.6890000000000001,21071,8.6,3.6,2.8,41.2,0.094,0.6,14.1
3858,1983,49,IND,Greg Jones,West Virginia,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3859,1983,50,CLE,Paul Thompson,Tulane,3,154,3105,1374,533,224,0.43200000000000005,0.21,0.792,3105,8.9,3.5,1.5,4.9,0.076,-0.1,1.5
3860,1983,51,PHO,Derek Whittenburg,NC State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3861,1983,52,BOS,Winfred King,East Tennessee State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3862,1983,53,GSW,Michael Holton,UCLA,6,325,5836,2016,459,977,0.441,0.257,0.807,5836,6.2,1.4,3.0,4.8,0.039,-2.8,-1.2
3863,1983,54,UTA,Bob Hansen,Iowa,9,575,11104,3952,1282,947,0.46799999999999997,0.32299999999999995,0.662,11104,6.9,2.2,1.6,15.4,0.066,-2.4,-1.2
3864,1983,55,DET,Erich Santifer,Syracuse,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3865,1983,56,CLE,Larry Anderson,UNLV,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3866,1983,57,WSB,Darren Daye,UCLA,5,328,5208,2225,844,672,0.491,0.11800000000000001,0.6809999999999999,5208,6.8,2.6,2.0,9.3,0.086,-0.3,2.2
3867,1983,58,ATL,John Pinone,Villanova,1,7,65,20,10,3,0.5379999999999999,0.0,0.6,65,2.9,1.4,0.4,0.1,0.04,-3.8,0.0
3868,1983,59,NJN,Bruce Kuczenski,UConn,1,15,119,28,23,8,0.27,0.0,0.667,119,1.9,1.5,0.5,-0.4,-0.152,-6.0,-0.3
3869,1983,60,KCK,Steve Harriel,Washington State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3870,1983,61,DEN,David Little,Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3871,1983,62,POR,Tom Piotrowski,La Salle,1,18,78,30,16,5,0.462,0.0,1.0,78,1.7,0.9,0.3,0.1,0.07,-4.6,-0.1
3872,1983,63,SEA,Frank Burnell,Stetson University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3873,1983,64,PHI,Claude Riley,Texas A&M,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3874,1983,65,MIL,Billy Goodwin,St. John's,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3875,1983,66,CLE,Les Craft,Kansas State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3876,1983,67,CLE,Derrick Hord,Kentucky,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3877,1983,68,BOS,Craig Robinson,Virginia,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3878,1983,69,LAL,Orlando Phillips,Pepperdine,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3879,1983,70,PHI,Dan Ruland,James Madison University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3882,1983,71,HOU,Darrell Browder,TCU,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3883,1983,72,IND,Terry Fair,Georgia,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3884,1983,73,CLE,Dwight Jones,Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3885,1983,74,PHI,Kalpatrick Wells,Mississippi State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3886,1983,75,CHI,Ron Crevier,Boston College,1,3,4,0,1,0,0.0,0.0,0.0,4,0.0,0.3,0.0,-0.1,-0.795,-42.2,0.0
3887,1983,76,UTA,Doug Arnold,TCU,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3888,1983,77,GSW,Peter Thibeaux,Saint Mary's,2,93,992,462,144,45,0.45299999999999996,0.28600000000000003,0.626,992,5.0,1.5,0.5,0.1,0.005,-5.2,-0.8
3889,1983,78,DET,Steve Bouchie,Indiana,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3890,1983,79,DAL,Johnny Martin,Northwestern State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3891,1983,80,WSB,Dan Gay,Louisiana,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3892,1983,81,ATL,Harry Kelley,Texas Southern,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3893,1983,82,NYK,Mark Jones,St. Bonaventure,1,6,16,7,2,5,0.5,0.0,0.5,16,1.2,0.3,0.8,0.0,0.07,-4.0,0.0
3894,1983,83,DEN,York Gross,UC Santa Barbara,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3895,1983,84,KCK,Mike Jackson,Wyoming,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3896,1983,85,POR,Tim Dunham,Chaminade University of Honolulu,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3897,1983,86,SEA,Pete DeBisschop,Fairfield,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3898,1983,87,NJN,Barney Mines,Bradley,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3899,1983,88,MIL,Mark Nickens,American University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,1983,89,PHO,Sam Mosley,Nevada,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3901,1983,90,SAS,Brant Weidner,William & Mary,1,8,38,8,11,0,0.222,0.0,1.0,38,1.0,1.4,0.0,0.0,-0.013999999999999999,-4.9,-0.1
3902,1983,91,BOS,Carlos Clark,Ole Miss,2,93,689,223,86,65,0.40700000000000003,0.0,0.8029999999999999,689,2.4,0.9,0.7,0.6,0.044000000000000004,-2.3,0.0
3903,1983,92,LAL,Terry Lewis,Mississippi State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3904,1983,93,PHI,Craig Robinson,Princeton,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3907,1983,94,HOU,Chuck Barnett,Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3908,1983,95,IND,Roger Stieg,Ole Miss,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3909,1983,96,CLE,Chris Logan,Holy Cross,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3910,1983,97,SDC,Manute Bol,,10,624,11698,1599,2647,171,0.40700000000000003,0.21,0.561,11698,2.6,4.2,0.3,12.3,0.051,-0.5,4.5
3911,1983,98,CHI,Tim Andree,Notre Dame,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3912,1983,99,GSW,Greg Hines,Hampton,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3913,1983,100,UTA,Matt Clark,Oklahoma State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3914,1983,101,DET,Ken Austin,Rice University,1,7,28,12,3,1,0.462,0.0,0.0,28,1.7,0.4,0.1,0.0,-0.046,-4.9,0.0
3915,1983,102,DAL,Jim Lampley,Little Rock,1,1,16,3,5,0,0.33299999999999996,0.0,0.5,16,3.0,5.0,0.0,0.0,-0.003,-5.6,0.0
3916,1983,103,WSB,Robin Dixon,University of New Hampshire,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,1983,104,ATL,Charles Jones,Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3918,1983,105,NYK,Troy Lee Mikell,East Tennessee State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3919,1983,106,KCK,Lorenza Andrews,Oklahoma State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3920,1983,107,DEN,James Braddock,UNC,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3921,1983,108,POR,Gary Monroe,Wright State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3922,1983,109,SEA,Brad Watson,Washington,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3923,1983,110,NJN,Tyren Naulls,Texas A&M,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3924,1983,111,MIL,Mark Petteway,New Orleans,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3925,1983,112,SAS,Jeff Pehl,Richmond,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3926,1983,113,PHO,Rick Lamb,Illinois State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3927,1983,114,BOS,Bob Reitz,Stonehill College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3928,1983,115,LAL,Danny Dixon,Alabama A&M University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3929,1983,116,PHI,Mike Milligan,Tennessee State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3932,1983,117,HOU,Jim Stack,Northwestern,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3933,1983,118,IND,Cliff Pruitt,UAB,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3934,1983,119,CLE,Mel McLaughlin,Central Michigan University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3935,1983,120,MIL,Russell Todd,West Virginia,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3936,1983,121,CHI,Ernest Patterson,New Mexico State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3937,1983,122,UTA,Fred Gilliam,Clemson,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
